soru,cevap,veri türü,kaynak,context,Score
"Kanun, sözleşme veya işin niteliği alacağın devrine engel olmayan bir borçla ilgili işlemler: A, B’den olan 200.000 TL alacağını yazılı olarak C’ye devreder. C de bunu D’ye devreder. B, C’ye yapılan devirden haberdar olup D’ye yapılan devir kendisine bildirilmeden önce iyi niyetle C’ye ifada bulunur. C, işlemiş faizlerin de devredildiğini ileri sürer. 6098 sayılı TBK’ya göre hangisi doğrudur?",B; devri öğrendiği sırada A’ya karşı sahip olduğu savunmaları C’ye karşı ileri sürebilir.,hukuk,6098 sayılı Türk Borçlar Kanunu,HMGS 2025 3. Sınav,8
6098 sayılı TBK’ya göre takas ile ilgili aşağıdaki ifadelerden hangisi yanlıştır?,Alacaklardan biri çekişmeli ise takas ileri sürülemez.,hukuk,6098 sayılı Türk Borçlar Kanunu,HMGS 2025 3. Sınav,8
6098 sayılı TBK’ya göre kefil ile ilgili aşağıdaki ifadelerden hangisi yanlıştır?,Borçlunun iflası sebebiyle asıl borç daha önce muaccel olmuşsa kural olarak vadeden önce kefile takibat yapılabilir.,hukuk,6098 sayılı Türk Borçlar Kanunu,HMGS 2025 3. Sınav,8
"Kiracı, kiralananın tesliminden sonra muaccel olan kira bedelini veya yan gideri ödemezse kiraya veren; kiracıya yazılı süre verip bu sürede de ifa olmazsa fesih bildirebilir. 6098 sayılı TBK’ya göre konut ve çatılı işyeri kiralarında bu süre kural olarak en az kaç gündür?",30,hukuk,6098 sayılı Türk Borçlar Kanunu,HMGS 2025 3. Sınav,8
6098 sayılı TBK’ya göre satış sözleşmesindeki malın yarar ve hasarının geçişiyle ilgili aşağıdakilerden hangisi yanlıştır?,Taşınırda alıcının temerrüdünde yarar ve hasar satıcıda kalmaya devam eder.,hukuk,6098 sayılı Türk Borçlar Kanunu,HMGS 2025 3. Sınav,8
"6098 sayılı TBK’ya göre tüketim ödüncünde, geri verme günü/bildirim süresi/isteme bağlı muacceliyet kararlaştırılmamışsa ödünç alan, ilk istemden başlayarak kural olarak en fazla kaç hafta geçmedikçe geri vermekle yükümlü değildir?",6,hukuk,6098 sayılı Türk Borçlar Kanunu,HMGS 2025 3. Sınav,8
"İbrahim, 01.06.2023 düzenleme tarihli bir poliçe keşide etmiş ancak vade yazmamıştır. Poliçe Zeynep’tedir ve ibraz etmek istemektedir. 6102 sayılı TTK’ya göre poliçenin düzenlenme gününden itibaren kural olarak ne kadar süre içinde ödenmesi için ibrazı gerekir?",1 yıl,hukuk,6102 sayılı Türk Ticaret Kanunu,HMGS 2025 3. Sınav,8
6102 sayılı TTK’ya göre poliçede ihbar ile ilgili aşağıdakilerden hangisi yanlıştır?,"Kanunda belirtilen süreler içinde ihbarda bulunmayan kişi, başvurma hakkını kaybeder.",hukuk,6102 sayılı Türk Ticaret Kanunu,HMGS 2025 3. Sınav,8
Aşağıdakilerden hangisi nama yazılı bir kıymetli evrak olarak kabul edilir?,Düzenleyen tarafından “menfi emre” kaydı konulan bono,hukuk,6102 sayılı Türk Ticaret Kanunu,HMGS 2025 3. Sınav,8
I. Poliçe II. Bono III. Çek — Yukarıdakilerden hangileri hamiline yazılı olarak düzenlenebilir?,Yalnız III,hukuk,6102 sayılı Türk Ticaret Kanunu,HMGS 2025 3. Sınav,8
"I. Araçların ve malların imhası II. Haksız rekabetin men’i III. Fiilin haksız olup olmadığının tespiti — 6102 sayılı TTK’ya göre haksız rekabet sonucu ekonomik çıkarları zarar gören veya tehlikeyle karşılaşabilecek müşteriler, yukarıdakilerden hangilerini talep edemez?",Yalnız I,hukuk,6102 sayılı Türk Ticaret Kanunu,HMGS 2025 3. Sınav,8
"Salih, küçük bir hırdavat dükkânı işleten ve basit tesisat işleri için evlere tamire giden bir esnaf. Buna göre: I. İş bitince kararlaştırılmamış olsa da uygun bir ücret isteyebilir. II. İsterse işletme adı kullanabilir. III. Sözleşmeden dönmek isterse ihtarı sadece noter aracılığıyla yapabilir. Hangileri doğrudur?",I ve II,hukuk,HMGS,HMGS 2025 3. Sınav,8
"(İnşaat Sözleşmesi maddelerine göre) I. Yüklenici, gecikme cezai şartının fahiş olduğunu ileri sürüp mahkemeden indirim talep edebilir. II. Taraflar arasında kararlaştırılan %80 temerrüt faizi oranı geçerlidir. III. İş sahibi hak edişleri ödemezse yüklenici, X AŞ’nin %10 paya sahip herhangi bir pay sahibinden talep edebilir. Hangileri doğrudur?",Yalnız II,hukuk,HMGS,HMGS 2025 3. Sınav,8
Ali Aslan ile Veli Kaplan turizm alanında iki ortaklı bir anonim şirket kurmak ister. 6102 sayılı TTK’ya göre aşağıdakilerden hangisi doğru bir ticaret unvanı olmaz?,Ali Aslan Turizm A.Ş.,hukuk,6102 sayılı Türk Ticaret Kanunu,HMGS 2025 3. Sınav,8
6102 sayılı TTK’ya göre anonim şirket genel kurulunda aşağıdaki esas sözleşme değişikliği kararlarından hangisi için sermayenin tümünü oluşturan pay sahiplerinin/temsilcilerinin oy birliği aranır?,Bilanço zararlarının kapatılması için ikincil yükümlülük öngören karar,hukuk,6102 sayılı Türk Ticaret Kanunu,HMGS 2025 3. Sınav,8
Limited şirketlerde “önemli kararlar” için ağırlaştırılmış çoğunluk aranır. Aşağıdakilerden hangisi Kanun’da sayılan önemli kararlardan biri değildir?,Müdürlerin seçilmesi,hukuk,6102 sayılı Türk Ticaret Kanunu,HMGS 2025 3. Sınav,8
Aşağıdakilerden hangisi (yazılı şekil zorunluluğu olmadan) sözlü şekilde düzenlenmiş bir şirket sözleşmesiyle kurulabilir?,Adi şirket,hukuk,HMGS,HMGS 2025 3. Sınav,8
"Halka kapalı bir anonim şirkette, sermayenin onda birine sahip pay sahiplerinin talebiyle finansal tabloların müzakeresi ve bağlı konular ertelenir. 6102 sayılı TTK’ya göre erteleme süresi nedir?",1 ay,hukuk,6102 sayılı Türk Ticaret Kanunu,HMGS 2025 3. Sınav,8
"6100 sayılı HMK’ya göre hükmün tamamlanması ile ilgili I. Yargılamada ileri sürülmesine veya kendiliğinden hükme geçirilmesi gereken hususlarda başvurulabilir. II. Taraflardan her biri, nihai kararın tebliğinden itibaren üç ay içinde başvurabilir. III. Bu karara karşı kanun yoluna başvurulabilir. Hangileri doğrudur?",I ve III,hukuk,6100 sayılı Hukuk Muhakemeleri Kanunu,HMGS 2025 3. Sınav,8
Aşağıdakilerden hangisi 6100 sayılı HMK’da basit yargılama usulüne tabi dava ve işler arasında sayılmamıştır?,Taşınmazın aynına ilişkin uyuşmazlıklardan doğan dava ve işler,hukuk,6100 sayılı Hukuk Muhakemeleri Kanunu,HMGS 2025 3. Sınav,8
"6100 sayılı Hukuk Muhakemeleri Kanunu’na göre mahkeme, fiilî engel veya güvenlik sebebiyle duruşmanın il sınırları içinde başka bir yerde yapılmasına aşağıdakilerden hangisinin uygun görüşünü alarak karar verebilir?",Yargı çevresi içinde yer aldığı bölge adliye mahkemesi adalet komisyonunun,hukuk,6100 sayılı Hukuk Muhakemeleri Kanunu,HMGS 2025 3. Sınav,8
6100 sayılı Hukuk Muhakemeleri Kanunu’na göre ihtiyati tedbirde teminat ile ilgili aşağıdaki ifadelerden hangisi yanlıştır?,İhtiyati tedbir kararının uygulanması sebebiyle menfaati açıkça ihlal edilen üçüncü kişiler teminata itiraz edemez.,hukuk,6100 sayılı Hukuk Muhakemeleri Kanunu,HMGS 2025 3. Sınav,8
6100 sayılı Hukuk Muhakemeleri Kanunu’na göre aşağıdakilerden hangisi ön sorunlar hakkındaki usule göre incelenmez?,Islah talebi,hukuk,6100 sayılı Hukuk Muhakemeleri Kanunu,HMGS 2025 3. Sınav,8
6100 sayılı Hukuk Muhakemeleri Kanunu’na göre yetki itirazının ileri sürülmesi ile ilgili aşağıdaki ifadelerden hangisi yanlıştır?,"Yetkinin kesin olmadığı davalarda yetki itirazında bulunan taraf yetkili mahkemeyi göstermese de mahkeme, yetki itirazını dikkate almalıdır.",hukuk,6100 sayılı Hukuk Muhakemeleri Kanunu,HMGS 2025 3. Sınav,8
6100 sayılı Hukuk Muhakemeleri Kanunu’na göre aşağıdakilerden hangisi sulh hukuk mahkemelerinin görevleri arasında yer almaz?,Haksız el atmanın önlenmesi davalarına bakmak,hukuk,6100 sayılı Hukuk Muhakemeleri Kanunu,HMGS 2025 3. Sınav,8
"Ceyda, Eda’ya karşı açtığı alacak davasında avukat Şüheda’yı vekil tayin etmiştir… Bu olayla ilgili aşağıdaki ifadelerden hangisi yanlıştır?","Feragat, mutlaka dilekçe ile yazılı şekilde yapılması gerektiğinden geçersizdir.",hukuk,213 sayılı Vergi Usul Kanunu,HMGS 2025 3. Sınav,8
"6100 sayılı Hukuk Muhakemeleri Kanunu’na göre adli yardım ile ilgili hangileri doğrudur? I- Adli yardım, hükmün kesinleşmesine kadar devam eder. II- Mahkeme, adli yardım talebi hakkında duruşma yapmaksızın karar verebilir ancak talep hâlinde inceleme, duruşmalı olarak yapılır. III- Yargıtay’a temyiz başvurusu sırasında adli yardım talebi, sadece kararı veren ilk derece mahkemesine yapılır.",I ve II,hukuk,6100 sayılı Hukuk Muhakemeleri Kanunu,HMGS 2025 3. Sınav,8
6100 sayılı Hukuk Muhakemeleri Kanunu’na göre istinaf başvurusuna dair bu olayla ilgili aşağıdaki ifadelerden hangisi yanlıştır?,"Ece verilen süre içinde harç ve giderleri tamamlamadığı takdirde mahkeme, başvurudan vazgeçmiş sayılması kararı verir ve bu karara karşı istinaf yoluna başvurulamaz.",hukuk,6100 sayılı Hukuk Muhakemeleri Kanunu,HMGS 2025 3. Sınav,8
Ön inceleme kapsamında yapılacak iş/işlemler hangileridir? I- Gider avansının yatırılıp yatırılmadığını incelemek II- Tahkim itirazını incelemek III- İbranamedeki imzanın sahteliğine ilişkin olarak bilirkişiye başvurmak,I ve II,hukuk,6100 sayılı Hukuk Muhakemeleri Kanunu,HMGS 2025 3. Sınav,8
6100 sayılı HMK’ya göre ferî müdahil ile ilgili aşağıdaki ifadelerden hangisi yanlıştır?,"Üçüncü kişi, hüküm verilinceye kadar ferî müdahil olarak davada yer alabilir.",hukuk,6100 sayılı Hukuk Muhakemeleri Kanunu,HMGS 2025 3. Sınav,8
"2004 sayılı İİK’ya göre gecikmiş itiraz ile ilgili hangileri doğrudur? I- Gecikmiş itiraz, engelin ortadan kalktığı andan itibaren 7 gün içinde ileri sürülmelidir. II- Borçlu, gecikmiş itiraz ileri sürerken itiraz sebeplerini göstermek zorundadır. III- Borçlunun mazeretinin kabulü hâlinde alacaklı, aynı celsede itirazın kaldırılmasını sözlü olarak da isteyebilir.",II ve III,hukuk,2004 sayılı İcra ve İflas Kanunu,HMGS 2025 3. Sınav,8
2004 sayılı İİK’ya göre ihtiyati haciz isteyen alacaklının elinde aşağıdaki belgelerden hangileri varsa teminat aranmaz? I- Mahkeme ilamı II- Onaylama biçimindeki noter senedi III- Şekil şartlarına sahip bir bono,Yalnız I,hukuk,2004 sayılı İcra ve İflas Kanunu,HMGS 2025 3. Sınav,8
Kambiyo takibinde vadesi gelmemiş bono itirazı: Ferhat’ın başvuracağı yol hangisidir?,7 gün içinde şikâyet yoluyla icra mahkemesine başvurmalıdır.,hukuk,6102 sayılı Türk Ticaret Kanunu,HMGS 2025 3. Sınav,8
İcra müdürü konut olduğu anlaşılan yerde haciz: Doğru yol hangisidir?,Hacze devam etmeli ve borçluya icra mahkemesinde dava açması için üç gün süre vermelidir.,hukuk,2004 sayılı İcra ve İflas Kanunu,HMGS 2025 3. Sınav,8
İflasın kapanması ile ilgili aşağıdaki ifadelerden hangisi yanlıştır?,İflasın kapanması ile borçlunun müflislik sıfatı ortadan kalkar.,hukuk,HMGS,HMGS 2025 3. Sınav,8
Konkordatoda geçici mühlet ile ilgili aşağıdakilerden hangisi yanlıştır?,Mahkemece geçici mühletin resen uzatılmasına karar verilebilir.,hukuk,2004 sayılı İcra ve İflas Kanunu,HMGS 2025 3. Sınav,8
Bir suçun işlenmesinde başkasının araç olarak kullanılması aşağıdakilerden hangisiyle ifade edilir?,Dolaylı faillik,hukuk,HMGS,HMGS 2025 3. Sınav,8
H’nin üç dükkândan tehdit ile altın alması: Ceza sorumluluğu hangisidir?,Üç ayrı nitelikli yağma,hukuk,5237 sayılı Türk Ceza Kanunu,HMGS 2025 3. Sınav,8
Amaç unsurunu arayan suç tipi aşağıdakilerden hangisidir?,Göçmen kaçakçılığı,hukuk,HMGS,HMGS 2025 3. Sınav,8
Yanılmada kişi hatasıyla amcayı öldüren A’nın sorumluluğu nedir?,C’ye karşı kasten öldürme suçunun temel şeklinden sorumludur.,hukuk,HMGS,HMGS 2025 3. Sınav,8
5237 sayılı TCK’ya göre iddianamenin düzenlenmesinin zaman aşımına etkisi nedir?,Dava zaman aşımını keser.,hukuk,5237 sayılı Türk Ceza Kanunu,HMGS 2025 3. Sınav,8
İştirak hükümleriyle ilgili aşağıdakilerden hangisi yanlıştır?,Suça iştirak kuralları hem kasten hem taksirle işlenen suçlara uygulanır.,hukuk,HMGS,HMGS 2025 3. Sınav,8
Özel belgede sahtecilik konusunun hangilerinde resmî belgede sahtecilik hükümleri uygulanır? I- Tahvil II- Vasiyetname III- Kira sözleşmesi,I ve II,hukuk,6098 sayılı Türk Borçlar Kanunu,HMGS 2025 3. Sınav,8
A’nın yaraladığı B’nin eşyasını alan C’nin sorumluluğu nedir?,Hırsızlık ve yardım/bildirim yükümlülüğünü yerine getirmemek,hukuk,HMGS,HMGS 2025 3. Sınav,8
Kasten yaralamanın nitelikli hâli değildir?,Suçun eziyet çektirerek işlenmesi,hukuk,5237 sayılı Türk Ceza Kanunu,HMGS 2025 3. Sınav,8
CMK’ya göre koruma tedbirleri nedeniyle tazmin isteyemeyecek olan kimdir?,Yakalanıp/tutuklandıktan sonra kusur yeteneği yokluğundan ceza verilmesine yer olmadığına karar verilen,hukuk,5271 sayılı Ceza Muhakemesi Kanunu,HMGS 2025 3. Sınav,8
CMK’ya göre hangisinin varlığında beraat kararı verilir?,Failin kast veya taksirinin bulunmaması,hukuk,5271 sayılı Ceza Muhakemesi Kanunu,HMGS 2025 3. Sınav,8
Seri muhakeme usulü ile ilgili hangisi yanlıştır?,Suç iştirak hâlinde ise bazıları kabul etmese de biri kabul ederse uygulanır.,hukuk,5271 sayılı Ceza Muhakemesi Kanunu,HMGS 2025 3. Sınav,8
Gizli soruşturmacının konutta cep telefonuyla kayıt yapmasının hukuka aykırılık gerekçesi nedir?,İşlemin konutta gerçekleşmesi,hukuk,HMGS,HMGS 2025 3. Sınav,8
Aşağıdakilerden hangileri yeminsiz dinlenir? I- Dinleme sırasında 18 yaşını tamamlamış olanlar II- Ayırt etme gücü olmayanlar (yeminin önemini kavrayamayanlar) III- Suça iştirakten şüpheli olanlar,II ve III,hukuk,HMGS,HMGS 2025 3. Sınav,8
Her durumda ağır ceza mahkemesinde yargılanmayan suç hangisi?,Çocuğun kaçırılması ve alıkonulması,hukuk,HMGS,HMGS 2025 3. Sınav,8
4857 sayılı İş Kanunu’na göre yeni iş arama izni hakkında hangisi yanlıştır?,"İşveren, bu sürelerde çalıştırmazsa ücret kesebilir.",hukuk,4857 sayılı İş Kanunu,HMGS 2025 3. Sınav,8
İşe iade davası açma süresi (arabuluculuk son tutanağından itibaren) nedir?,2 hafta,hukuk,HMGS,HMGS 2025 3. Sınav,8
Engelli işçi çalıştırma zorunluluğu: Bu işyerinde en az kaç engelli işçi?,3,hukuk,4857 sayılı İş Kanunu,HMGS 2025 3. Sınav,8
Seferberlikte çalışma süresini artırma yetkisi kimdedir?,Cumhurbaşkanı,hukuk,4857 sayılı İş Kanunu,HMGS 2025 3. Sınav,8
Geçici iş ilişkisi kurulacak azami işçi sayısı (10 işçi istihdamı) nedir?,5,hukuk,4857 sayılı İş Kanunu,HMGS 2025 3. Sınav,8
5510 sayılı Kanun’a göre finansmanı sağlanan sağlık hizmetleri hangileridir? I- Geleneksel/tamamlayıcı/alternatif tıp uygulamaları II- Kişilere yönelik koruyucu sağlık hizmetleri III- Bağımlılığı önlemeye yönelik koruyucu sağlık hizmetleri,II ve III,hukuk,5510 sayılı Sosyal Sigortalar ve Genel Sağlık Sigortası Kanunu,HMGS 2025 3. Sınav,8
AŞ yönetim kurulu başkanının kârdan aldığı %8 pay hangi gelir unsurudur?,Menkul sermaye iradı,hukuk,HMGS,HMGS 2025 3. Sınav,8
Öz sermayenin 3 katını aşan borçlar ne olarak adlandırılır?,Örtülü sermaye,hukuk,HMGS,HMGS 2025 3. Sınav,8
MTV’de vergilemeye esas ölçülerden biri değildir?,Tekne boyu,hukuk,HMGS,HMGS 2025 3. Sınav,8
VUK’a göre resen tarh edilen ve dava konusu yapılmadan kesinleşen vergilerde uygulanacak nedir?,Her ay için gecikme zammı oranında gecikme faizi,hukuk,213 sayılı Vergi Usul Kanunu,HMGS 2025 3. Sınav,8
VUK’a göre hangi hallerde iştirak hükümleri uygulanabilir? I- Defter ve kayıtlarda muhasebe hilesi yapma II- Yevmiye defterini yok etme III- Tutulması zorunlu defteri tasdik ettirmeme,I ve II,hukuk,5237 sayılı Türk Ceza Kanunu,HMGS 2025 3. Sınav,8
6183 sayılı Kanun’a göre ferî nitelikte kamu alacakları hangileridir? I- Vergi ziyaı cezası II- Tecil faizi III- Gecikme zammı,II ve III,hukuk,213 sayılı Vergi Usul Kanunu,HMGS 2025 3. Sınav,8
Avukatlık Kanunu’na göre vekâlet bitince senetleri saklama yükümlülüğü ne kadar sürer?,3 ay,hukuk,213 sayılı Vergi Usul Kanunu,HMGS 2025 3. Sınav,8
Baronun organları arasında sayılmamıştır?,Baro genel sekreterliği,hukuk,1136 sayılı Avukatlık Kanunu,HMGS 2025 3. Sınav,8
Avukatın işi reddetmek zorunda olmadığı hâl hangisidir?,Evvelce o işle ilgili tanıklık yapmışsa,hukuk,213 sayılı Vergi Usul Kanunu,HMGS 2025 3. Sınav,8
“Ümran ilmi”nin kurucusu ve Mukaddime’nin yazarı kimdir?,İbni Haldun,hukuk,İbn Haldun / Hukuk ve Toplum Düşüncesi,HMGS 2025 3. Sınav,8
"Üçlü ritim, objektif ruh/soyut hak vb. eserleriyle tanınan düşünür kimdir?",Wilhelm Friedrich Hegel,hukuk,Hegel / Hukuk Felsefesi,HMGS 2025 3. Sınav,8
Metnin özeti niteliğindeki ifade hangisidir?,"Hukuk, toplumsal geleneklerle belli bir uyum içindedir.",hukuk,HMGS,HMGS 2025 3. Sınav,8
Osmanlı’da yargıya gözlemci olarak katılan kadı yardımcısı kimdir?,Şuhüdü’l-hal,hukuk,Hukuk Tarihi,HMGS 2025 3. Sınav,8
Osmanlı’daki anayasal gelişmelerin kronolojik sırası hangisidir?,Sened-i İttifak – Tanzimat Fermanı – Islahat Fermanı,hukuk,Hukuk Tarihi,HMGS 2025 3. Sınav,8
Kişinin evlatları ve soyundan gelenler için kurduğu vakıf türü nedir?,Zürrî vakıf,hukuk,Hukuk Tarihi,HMGS 2025 3. Sınav,8
Türkiye’de uluslararası antlaşmaların onaylanması kimin kararıyla olur?,Cumhurbaşkanı,hukuk,Uluslararası Hukuk,HMGS 2025 3. Sınav,8
Birleşmiş Milletlerin başlıca yargı organı hangisidir?,Uluslararası Adalet Divanı,hukuk,Uluslararası Hukuk,HMGS 2025 3. Sınav,8
Antlaşmadaki “daha avantajlı gümrük oranı uygulanır” hükmünün niteliği nedir?,En çok gözetilen ulus kaydı,hukuk,Uluslararası Hukuk,HMGS 2025 3. Sınav,8
Yabancı devlet hizmetinde gönüllü askerlik yapan A’nın vatandaşlığının kaybettirilmesine kim karar verir?,Cumhurbaşkanı,hukuk,Uluslararası Hukuk,HMGS 2025 3. Sınav,8
YUKK’a göre uluslararası koruma statüsünü sona erdirmeyen hâl hangisidir?,Başvuru tarihinden 6 ay içinde çalışma izni başvurusu yapmamak,hukuk,6458 sayılı Yabancılar ve Uluslararası Koruma Kanunu,HMGS 2025 3. Sınav,8
MÖHUK’a göre yabancı mahkeme kararlarının tenfizi hakkında doğru ifade hangisidir?,"Tenfiz isteminin reddine ilişkin kararların temyizi, hükmün yerine getirilmesini durdurur.",hukuk,HMGS,HMGS 2025 3. Sınav,8
AİHS’e göre olağanüstü hâllerde dahi askıya alınamaz olanlar hangileridir? I- İşkence yasağı II- Zorla çalıştırma yasağı III- Meşru savaş fiilleri dışında yaşam hakkı,I ve III,hukuk,Avrupa İnsan Hakları Sözleşmesi,HMGS 2025 3. Sınav,8
AİHM İç Tüzüğü’nde yargılama sonuna kadar telafisi imkânsız zararları önlemeye yönelik düzenleme hangisidir?,Geçici tedbir,hukuk,Avrupa İnsan Hakları Mahkemesi,HMGS 2025 3. Sınav,8
AİHS ve AİHM içtihatlarına göre kim bireysel başvuruda bulunamaz?,Kamu hukuku tüzel kişileri,hukuk,Avrupa İnsan Hakları Sözleşmesi,HMGS 2025 3. Sınav,8
